Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value,Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2013,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,733252414,28029828,,u,22643283,u,22643283
2013,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,644892177,57201707,,u,70079640,u,70079640
2013,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,144643154,4953695,,u,5637759,u,5637759
2013,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,94168067,4112409,,u,3898353,u,3898353
2013,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,15453825,417009,,u,345922,u,345922
2013,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,75657721,1016721,,u,607175,u,607175
2013,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,187668107,5639849,,u,3874006,u,3874006
2013,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,582337416,24235699,,u,51584727,N/A,
2013,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,1667812687,,,u,202593444,N/A,
2013,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,114617074,4770129,,u,32218950,N/A,
2013,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,124469326,5180160,,u,5516851,N/A,
2013,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,199366887,,,u,13976189,N/A,
2013,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,23299171,969664,,u,321129,N/A,
2013,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,348708981,,,u,30391375,N/A,
2013,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,322266824,24238825,,N/A,,N/A,
2013,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,660851980,31240639,,N/A,,N/A,
2013,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,225101671,19595386,,N/A,,N/A,
2013,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,89935806,3481661,,N/A,,N/A,
2013,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,18151920,62107,,N/A,,N/A,
2013,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,261214796,12255188,,N/A,,N/A,
2013,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,1748973044,72788700,,u,115377400,N/A,
2013,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,502315145,,,u,6244277,N/A,
2013,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,422137351,17568498,,u,33374424,N/A,
2013,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,25819149,,,u,421393,N/A,
2013,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,224132707,9327947,,u,15183940,N/A,
2013,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,6392927,,,u,41060,N/A,
2014,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1224975829,81886914,,u,115594716,u,115594716
2014,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,802760421,29278413,,u,25120414,u,25120414
2014,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,703326042,62782344,,u,78367392,u,78367392
2014,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,171523478,5702197,,u,5940797,u,5940797
2014,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,80428528,3162936,,u,2896632,u,2896632
2014,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,17790763,517421,,u,340292,u,340292
2014,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,80228263,1067627,,u,663642,u,663642
2014,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,209879646,6131119,,u,6359735,u,6359735
2014,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,627540516,27606278,,u,60075695,N/A,
2014,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,2038358166,,,u,240080017,N/A,
2014,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,131501175,5784898,,u,40807366,N/A,
2014,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,99031024,4356496,,u,4513820,N/A,
2014,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,217521410,,,u,16300195,N/A,
2014,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,26160438,1150830,,u,395234,N/A,
2014,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,482573889,,,u,38740534,N/A,
2014,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,343836090,26583746,,N/A,,N/A,
2014,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,693008606,32912188,,N/A,,N/A,
2014,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,238939129,21337872,,N/A,,N/A,
2014,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,116849146,4351938,,N/A,,N/A,
2014,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,18157381,57283,,N/A,,N/A,
2014,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,300922045,14532862,,N/A,,N/A,
2014,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,1847688795,81282099,,N/A,,N/A,
2014,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,597010370,,,N/A,,N/A,
2014,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,433691191,19078608,,N/A,,N/A,
2014,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,23555536,,,N/A,,N/A,
2014,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,176270386,7754351,,N/A,,N/A,
2014,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,6883621,,,N/A,,N/A,
2015,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1233487005,85265038,,u,124756203,u,124756203
2015,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,776619372,30071469,,u,29583482,u,29583482
2015,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,667061050,62648544,,u,84789446,u,84789446
2015,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,144678153,5585982,,u,5963150,u,5963150
2015,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,74660978,2821665,,u,2130037,u,2130037
2015,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,16126037,736885,,u,423153,u,423153
2015,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,91665420,1126625,,u,786726,u,786726
2015,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,196782134,5658226,,u,4726516,u,4726516
2015,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,579105018,28017623,,N/A,,N/A,
2015,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,2149017490,,,N/A,,N/A,
2015,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,125751290,6083960,,N/A,,N/A,
2015,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,53577147,2592110,,N/A,,N/A,
2015,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,194630520,,,N/A,,N/A,
2015,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,32232804,1559452,,N/A,,N/A,
2015,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,521749148,,,N/A,,N/A,
2015,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,299763758,22754919,,N/A,,N/A,
2015,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,569747596,31287495,,N/A,,N/A,
2015,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,194111947,17856064,,N/A,,N/A,
2015,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,64557913,2901958,,N/A,,N/A,
2015,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,19181802,79282,,N/A,,N/A,
2015,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,258283436,13686528,,N/A,,N/A,
2015,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,1941779991,84894960,,u,130691466,N/A,
2015,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,614869814,,,u,8068809,N/A,
2015,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,480516598,21008270,,u,44746176,N/A,
2015,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,23246488,,,u,269387,N/A,
2015,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,156099270,6824687,,u,11470766,N/A,
2015,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,7658208,,,u,46837,N/A,
2016,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1439456378,94996099,,u,141461594,N/A,
2016,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,898744287,35231123,,u,32676792,N/A,
2016,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,793275121,69885810,,u,117814479,u,117814479
2016,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,195867459,6515466,,u,7233496,u,7233496
2016,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,96324227,2937889,,u,2219475,u,2219475
2016,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,13671054,594068,,u,417571,u,417571
2016,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,95671762,1254047,,u,959172,u,959172
2016,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,215272417,6467727,,u,5632467,u,5632467
2016,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,596670055,28452602,,N/A,,N/A,
2016,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,2266254146,,,N/A,,N/A,
2016,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,75982672,3623283,,N/A,,N/A,
2016,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,80113463,3820262,,N/A,,N/A,
2016,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,204135508,,,N/A,,N/A,
2016,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,35616026,1698373,,N/A,,N/A,
2016,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,580392933,,,N/A,,N/A,
2016,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,313674971,23255480,,N/A,,N/A,
2016,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,652319050,34826068,,N/A,,N/A,
2016,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,192775574,17620612,,N/A,,N/A,
2016,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,75679991,3479335,,N/A,,N/A,
2016,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,18792695,149009,,N/A,,N/A,
2016,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,228053751,12246882,,N/A,,N/A,
2016,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,2008688830,95785642,,u,128128728,u,128128728
2016,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,730345451,,,u,10229384,u,10229384
2016,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,473009782,22555781,,u,44551224,u,44551224
2016,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,35464301,,,u,562360,u,562360
2016,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,120989002,5769439,,u,7842352,u,7842352
2016,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,9354333,,,u,60309,u,60309
2017,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1694126950,108557463,,u,160241523,u,160241523
2017,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1175190468,51601600,,u,38423612,N/A,
2017,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,853990938,74617568,,u,131209795,u,131209795
2017,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,245938935,7148970,,u,6824430,u,6824430
2017,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,114743596,3083746,,u,2346282,u,2346282
2017,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,14935854,656470,,u,559967,u,559967
2017,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,105886176,1197348,,u,762253,u,762253
2017,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,242338720,6767810,,u,5925039,u,5925039
2017,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,703463823,32306583,,N/A,,N/A,
2017,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,2418462818,84760942,,N/A,,N/A,
2017,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,78532024,3606584,,N/A,,N/A,
2017,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,128063050,5881296,,N/A,,N/A,
2017,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,231938786,8128861,,N/A,,N/A,
2017,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,44414821,2039751,,N/A,,N/A,
2017,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,587688890,20596994,,N/A,,N/A,
2017,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,358415062,26892903,,N/A,,kg,26892903
2017,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,743381858,37044094,,N/A,,kg,37043975
2017,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,229537340,20832600,,N/A,,kg,20832600
2017,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,119644016,5585197,,N/A,,kg,5585197
2017,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,27747665,626958,,N/A,,kg,626958
2017,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,224150866,11253669,,N/A,,kg,11253669
2017,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,2343234490,,,u,126837132,N/A,
2017,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,860634844,25798514,,u,15109316,N/A,
2017,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,488614603,,,u,44141112,N/A,
2017,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,43807443,1313178,,u,676032,N/A,
2017,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,145414998,,,u,7830712,N/A,
2017,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,19351270,580076,,u,235200,N/A,
2018,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1880277219,127444416,,u,171351242,N/A,
2018,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1296225094,51232263,,u,42066965,u,42066965
2018,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,910975832,84920214,,u,130210181,u,130210181
2018,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,271215183,7089834,,u,7220213,u,7220213
2018,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,141834970,3892978,,u,3595556,u,3595556
2018,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,20240447,872190,,u,861813,u,861813
2018,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,100601433,1026444,,u,744116,u,744116
2018,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,228742990,5856867,,u,4844496,u,4844496
2018,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,826522866,33581971,,u,54478022,u,54478022
2018,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,2585174495,71265501,,u,309434323,u,309434323
2018,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,76055578,3090170,,u,26711400,u,26711400
2018,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,182796864,7427113,,u,7088549,u,7088549
2018,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,250636791,6909304,,u,21006740,u,21006740
2018,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,59127356,2402369,,u,1566945,u,1566945
2018,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,537650449,14821409,,u,46004446,u,46004446
2018,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,422335309,31432869,,N/A,,kg,31432869
2018,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,785482438,36499527,,N/A,,kg,36499427
2018,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,266049575,24226500,,N/A,,kg,24226500
2018,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,164732623,7440406,,N/A,,kg,7440406
2018,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,25413807,475353,,N/A,,kg,475353
2018,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,201193376,8797366,,N/A,,kg,8797366
2018,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,2219983373,90198856,,u,127276712,N/A,
2018,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,844000313,23266555,,u,15098250,N/A,
2018,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,487873426,19822502,,u,43810377,N/A,
2018,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,46494922,1281725,,u,765548,N/A,
2018,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,197383095,8019758,,u,8304026,N/A,
2018,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,17909402,493708,,u,214251,N/A,
2019,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1870863328,133230490,,u,160124106,u,160124106
2019,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1227155493,52871617,,u,35319462,u,35319462
2019,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,905570580,89783885,,u,119265916,u,119265916
2019,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,252034133,6543390,,u,6982377,u,6982377
2019,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,183426098,4620094,,u,4528451,u,4528451
2019,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,20464880,538268,,u,501726,u,501726
2019,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,111470924,1257374,,u,997016,u,997016
2019,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,274520891,7399341,,u,6321866,u,6321866
2019,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,891809356,,,u,48163524,u,48163524
2019,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,2659174871,,,u,321561271,u,321561271
2019,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,62469739,,,u,19715080,u,19715080
2019,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,237578693,,,u,8231395,u,8231395
2019,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,261104076,,,u,24424570,u,24424570
2019,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,41324114,,,u,704475,u,704475
2019,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,463544763,,,u,41640262,u,41640262
2019,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,432576069,32967026,,N/A,,kg,32967026
2019,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,803616761,32113202,,N/A,,kg,32113202
2019,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,263554407,25106000,,N/A,,kg,25106000
2019,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,178347548,6821548,,N/A,,kg,6821548
2019,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,21689584,301919,,N/A,,kg,301919
2019,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,204829225,7675580,,N/A,,kg,7675580
2019,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,2196651970,,,u,122020912,N/A,
2019,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,803840509,,,u,14516864,N/A,
2019,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,379926944,,,u,35994691,N/A,
2019,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,40128957,,,u,810622,N/A,
2019,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,252826457,,,u,10651174,N/A,
2019,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,11658943,,,u,114347,N/A,
2020,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1717004333,116967654,,u,140015818,u,140015818
2020,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1233184652,41745476,,u,35489738,u,35489738
2020,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,896411581,80153477,,u,104655787,u,104655787
2020,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,262260456,6219683,,u,6767372,u,6767372
2020,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,180263589,3471719,,u,3328454,u,3328454
2020,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,23586254,535833,,u,403195,u,403195
2020,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,80812455,947631,,u,607000,u,607000
2020,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,240119717,7882770,,u,6737481,u,6737481
2020,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,962017287,29699616,,u,40204179,u,40204179
2020,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,2735096305,267814525,,u,307599347,u,307599347
2020,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,42125390,3210488,,u,11195805,u,11195805
2020,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,339467036,9815380,,u,10094829,u,10094829
2020,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,224170965,21610795,,u,20501397,u,20501397
2020,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,36088458,426550,,u,538283,u,538283
2020,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,431070344,42697939,,u,38598559,u,38598559
2020,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,393250679,26671858,,N/A,,kg,26671858
2020,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,809073131,28953436,,N/A,,kg,28953436
2020,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,219421428,19773000,,N/A,,kg,19773000
2020,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,236051776,7839074,,N/A,,kg,7839074
2020,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,22728292,214490,,N/A,,kg,214490
2020,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,219625523,7730214,,N/A,,kg,7730214
2020,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,2150548094,,,u,104374776,u,104374776
2020,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,807497215,,,u,13325418,u,13325418
2020,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,389693187,24965436,,u,31210086,u,31210086
2020,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,39222636,,,u,805162,u,805162
2020,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,304699875,,,u,11572669,u,11572669
2020,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,11074301,,,u,57980,u,57980
2021,M,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,2211400988,136230031,,u,171091392,N/A,
2021,X,European Union,World,World,TOTAL CPC,TOTAL MOT,850131,1485729080,49311275,,u,41511348,u,41511348
2021,M,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,1193147436,97307527,,u,133022697,u,133022697
2021,X,European Union,China,World,TOTAL CPC,TOTAL MOT,850131,279571027,6605068,,u,7036306,u,7036306
2021,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,264431554,4871171,,u,3721135,u,3721135
2021,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,850131,24086759,700642,,u,653579,u,653579
2021,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,93276872,1204534,,u,859421,u,859421
2021,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,850131,266705968,8549884,,u,7493630,u,7493630
2021,M,China,World,World,TOTAL CPC,TOTAL MOT,850131,1113694322,31491435,,u,39018952,u,39018952
2021,X,China,World,World,TOTAL CPC,TOTAL MOT,850131,3630620688,325910086,,u,367825992,u,367825992
2021,M,China,China,World,TOTAL CPC,TOTAL MOT,850131,44451922,2938220,,u,8833423,u,8833423
2021,M,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,441930268,10149195,,u,10294215,u,10294215
2021,X,China,Japan,World,TOTAL CPC,TOTAL MOT,850131,263005260,23452290,,u,21178430,u,21178430
2021,M,China,USA,World,TOTAL CPC,TOTAL MOT,850131,38809497,450635,,u,524910,u,524910
2021,X,China,USA,World,TOTAL CPC,TOTAL MOT,850131,524707386,48522352,,u,44469343,u,44469343
2021,M,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,476615109,31458077,,N/A,,kg,31458077
2021,X,Japan,World,World,TOTAL CPC,TOTAL MOT,850131,1037834698,32854488,,N/A,,kg,32854488
2021,M,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,267237791,22044300,,N/A,,kg,22044300
2021,X,Japan,China,World,TOTAL CPC,TOTAL MOT,850131,304059122,7998824,,N/A,,kg,7998824
2021,M,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,19790209,69184,,N/A,,kg,69184
2021,X,Japan,USA,World,TOTAL CPC,TOTAL MOT,850131,308491208,10727279,,N/A,,kg,10727279
2021,M,USA,World,World,TOTAL CPC,TOTAL MOT,850131,2687224423,,,u,122977828,u,122977828
2021,X,USA,World,World,TOTAL CPC,TOTAL MOT,850131,783372676,,,u,13074403,u,13074403
2021,M,USA,China,World,TOTAL CPC,TOTAL MOT,850131,465145104,,,u,37901474,u,37901474
2021,X,USA,China,World,TOTAL CPC,TOTAL MOT,850131,48006998,,,u,849494,u,849494
2021,M,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,422876475,,,u,14925447,u,14925447
2021,X,USA,Japan,World,TOTAL CPC,TOTAL MOT,850131,16306010,,,u,179244,u,179244
2004,M,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,217384117,5545290,,u,7184,N/A,
2004,X,European Union,World,World,TOTAL CPC,TOTAL MOT,847950,371336365,10969553,,u,18007,N/A,
2004,M,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,1499976,34063,,u,50,N/A,
2004,X,European Union,China,World,TOTAL CPC,TOTAL MOT,847950,47037396,1246800,,u,2281,N/A,
2004,M,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,133789030,4240638,,u,4421,N/A,
2004,X,European Union,Japan,World,TOTAL CPC,TOTAL MOT,847950,3923059,42960,,u,190,N/A,
2004,M,European Union,"Other Europe, nes",World,TOTAL CPC,TOTAL MOT,847950,124,3,,u,,N/A,
2004,M,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,32526195,426300,,u,1075,N/A,
2004,X,European Union,USA,World,TOTAL CPC,TOTAL MOT,847950,125348862,3775300,,u,6079,N/A,
2004,M,China,World,World,TOTAL CPC,TOTAL MOT,847950,296155324,5979211,,u,9993,N/A,
2004,X,China,World,World,TOTAL CPC,TOTAL MOT,847950,4238218,92401,,u,201,N/A,
2004,M,China,China,World,TOTAL CPC,TOTAL MOT,847950,3405759,68760,,u,595,N/A,
2004,M,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,102825560,2075991,,u,3446,N/A,
2004,X,China,Japan,World,TOTAL CPC,TOTAL MOT,847950,70382,1534,,u,61,N/A,
2004,M,China,USA,World,TOTAL CPC,TOTAL MOT,847950,20749977,418931,,u,278,N/A,
2004,X,China,USA,World,TOTAL CPC,TOTAL MOT,847950,59350,1294,,u,5,N/A,
2004,M,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,20207569,407980,,u,768,N/A,
2004,X,Japan,World,World,TOTAL CPC,TOTAL MOT,847950,779753260,17000112,,u,30157,N/A,
